Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
The impact of reward and punishment on skill learning depends on task demands,Baker,Charlotte J. Stagg;Chris I. Baker;Edward H. Silson;Adam Steel,2016-10-27,14,Scientific Reports,,10.1038/srep36056,27786302,84993994703,"('2-s2.0-84993994703', 'Baker')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84993994703,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84993994703&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84993994703&origin=inward
The impact of global signal regression on resting state correlations: Are anti-correlated networks introduced?,Bandettini,Rasmus M. Birn;Tyler B. Jones;Kevin Murphy;Daniel A. Handwerker;Peter A. Bandettini,2009-02-01,1469,NeuroImage,893-905,10.1016/j.neuroimage.2008.09.036,18976716,57649158932,"('2-s2.0-57649158932', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/57649158932,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=57649158932&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=57649158932&origin=inward
Information-based functional brain mapping,Bandettini,Nikolaus Kriegeskorte;Peter Bandettini;Rainer Goebel,2006-03-07,1160,Proceedings of the National Academy of Sciences of the United States of America,3863-3868,10.1073/pnas.0600244103,16537458,33644870032,"('2-s2.0-33644870032', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/33644870032,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33644870032&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33644870032&origin=inward
Separating respiratory-variation-related fluctuations from neuronal-activity-related fluctuations in fMRI,Bandettini,Monica A. Smith;Rasmus M. Birn;Peter A. Bandettini;Jason B. Diamond,2006-07-15,861,NeuroImage,1536-1548,10.1016/j.neuroimage.2006.02.048,16632379,33746852686,"('2-s2.0-33746852686', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/33746852686,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33746852686&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33746852686&origin=inward
Matching Categorical Object Representations in Inferior Temporal Cortex of Man and Monkey,Bandettini,Nikolaus Kriegeskorte;Hossein Esteky;Keiji Tanaka;Douglas A. Ruff;Marieke Mur;Jerzy Bodurka;Peter A. Bandettini;Roozbeh Kiani,2008-12-26,605,Neuron,1126-1141,10.1016/j.neuron.2008.10.043,19109916,57649196582,"('2-s2.0-57649196582', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/57649196582,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=57649196582&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=57649196582&origin=inward
The respiration response function: The temporal dynamics of fMRI signal fluctuations related to changes in respiration,Bandettini,Monica A. Smith;Rasmus M. Birn;Peter A. Bandettini;Tyler B. Jones,2008-04-01,316,NeuroImage,644-654,10.1016/j.neuroimage.2007.11.059,18234517,40649083494,"('2-s2.0-40649083494', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/40649083494,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=40649083494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=40649083494&origin=inward
Resting-state fMRI confounds and cleanup,Bandettini,Kevin Murphy;Rasmus M. Birn;Peter A. Bandettini,2013-10-15,319,NeuroImage,349-359,10.1016/j.neuroimage.2013.04.001,23571418,84880332316,"('2-s2.0-84880332316', 'Bandettini')",Article,WCMR,https://api.elsevier.com/content/abstract/scopus_id/84880332316,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880332316&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880332316&origin=inward
Revealing representational content with pattern-information fMRI - An introductory guide,Bandettini,Nikolaus Kriegeskorte;Marieke Mur;Peter A. Bandettini,2009-04-03,243,Social Cognitive and Affective Neuroscience,101-109,10.1093/scan/nsn044,19151374,63349109274,"('2-s2.0-63349109274', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/63349109274,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=63349109274&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=63349109274&origin=inward
Comparison of multivariate classifiers and response normalizations for pattern-information fMRI,Bandettini,Nikolaus Kriegeskorte;Youn Kim;Peter A. Bandettini;Masaya Misaki,2010-10-01,261,NeuroImage,103-118,10.1016/j.neuroimage.2010.05.051,20580933,77955307443,"('2-s2.0-77955307443', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/77955307443,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955307443&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955307443&origin=inward
The effect of respiration variations on independent component analysis results of resting state functional connectivity,Bandettini,Kevin Murphy;Rasmus M. Birn;Peter A. Bandettini,2008-07-01,213,Human Brain Mapping,740-750,10.1002/hbm.20577,18438886,44949194744,"('2-s2.0-44949194744', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/44949194744,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=44949194744&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=44949194744&origin=inward
Spatial heterogeneity of the nonlinear dynamics in the FMRI BOLD response,Bandettini,Ziad S. Saad;Rasmus M. Birn;Peter A. Bandettini,2001-01-01,176,NeuroImage,817-826,10.1006/nimg.2001.0873,11554800,0034816846,"('2-s2.0-0034816846', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0034816846,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034816846&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034816846&origin=inward
How long to scan? The relationship between fMRI temporal signal to noise ratio and necessary scan duration,Bandettini,Kevin Murphy;Jerzy Bodurka;Peter A. Bandettini,2007-01-15,198,NeuroImage,565-574,10.1016/j.neuroimage.2006.09.032,17126038,34548840105,"('2-s2.0-34548840105', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/34548840105,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548840105&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548840105&origin=inward
Periodic changes in fMRI connectivity,Bandettini,Javier Gonzalez-Castillo;Daniel A. Handwerker;Vinai Roopchansingh;Peter A. Bandettini,2012-11-15,221,NeuroImage,1712-1719,10.1016/j.neuroimage.2012.06.078,22796990,84866507939,"('2-s2.0-84866507939', 'Bandettini')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/84866507939,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866507939&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866507939&origin=inward
Event-related fMRI contrast when using constant interstimulus interval: Theory and experiment,Bandettini,Robert W. Cox;Peter A. Bandettini,2000-04-18,154,Magnetic Resonance in Medicine,540-548,10.1002/(SICI)1522-2594(200004)43:4<540::AID-MRM8>3.0.CO;2-R,10748429,0034025737,"('2-s2.0-0034025737', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0034025737,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034025737&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034025737&origin=inward
Detection versus estimation in event-related fMRI: Choosing the optimal stimulus timing,Bandettini,Robert W. Cox;Rasmus M. Birn;Peter A. Bandettini,2002-01-01,160,NeuroImage,252-264,10.1006/nimg.2001.0964,,0036322924,"('2-s2.0-0036322924', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036322924,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036322924&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036322924&origin=inward
"Toward direct mapping of neuronal activity: MRI detection of ultraweak, transient magnetic field changes",Bandettini,Jerzy Bodurka;Peter A. Bandettini,2002-06-13,147,Magnetic Resonance in Medicine,1052-1058,10.1002/mrm.10159,12111950,0036267186,"('2-s2.0-0036267186', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036267186,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036267186&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036267186&origin=inward
What's new in neuroimaging methods?,Bandettini,Peter A. Bandettini,2009-01-01,166,Annals of the New York Academy of Sciences,260-293,10.1111/j.1749-6632.2009.04420.x,19338512,63449097461,"('2-s2.0-63449097461', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/63449097461,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=63449097461&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=63449097461&origin=inward
"Analyzing for information, not activation, to exploit high-resolution fMRI",Bandettini,Nikolaus Kriegeskorte;Peter Bandettini,2007-12-01,165,NeuroImage,649-662,10.1016/j.neuroimage.2007.02.022,17804260,35448999574,"('2-s2.0-35448999574', 'Bandettini')",Note,,https://api.elsevier.com/content/abstract/scopus_id/35448999574,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=35448999574&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=35448999574&origin=inward
"Whole-brain, time-locked activation with simple tasks revealed using massive averaging and model-free analysis",Bandettini,Noah Brenowitz;Javier Gonzalez-Castillo;Daniel A. Handwerker;Souheil J. Inati;Ziad S. Saad;Peter A. Bandettini,2012-04-03,162,Proceedings of the National Academy of Sciences of the United States of America,5487-5492,10.1073/pnas.1121049109,22431587,84859451115,"('2-s2.0-84859451115', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84859451115,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859451115&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859451115&origin=inward
Differentiating BOLD and non-BOLD signals in fMRI time series using multi-echo EPI,Bandettini,Prantik Kundu;Souheil J. Inati;Jennifer W. Evans;Wen Ming Luh;Peter A. Bandettini,2012-04-15,195,NeuroImage,1759-1770,10.1016/j.neuroimage.2011.12.028,22209809,84857738843,"('2-s2.0-84857738843', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/84857738843,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857738843&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857738843&origin=inward
How does an fMRI voxel sample the neuronal activity pattern: Compact-kernel or complex spatiotemporal filter?,Bandettini,Nikolaus Kriegeskorte;Peter Bandettini;Rhodri Cusack,2010-02-01,122,NeuroImage,1965-1976,10.1016/j.neuroimage.2009.09.059,19800408,71849089178,"('2-s2.0-71849089178', 'Bandettini')",Note,,https://api.elsevier.com/content/abstract/scopus_id/71849089178,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=71849089178&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=71849089178&origin=inward
The role of the human amygdala in the production of conditioned fear responses,Bandettini,David C. Knight;Hanh T. Nguyen;Peter A. Bandettini,2005-07-15,128,NeuroImage,1193-1200,10.1016/j.neuroimage.2005.03.020,15961053,20444420898,"('2-s2.0-20444420898', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/20444420898,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=20444420898&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=20444420898&origin=inward
Comparison of simultaneously measured perfusion and bold signal increases during brain activation with T<inf>1</inf>-based tissue identification,Bandettini,B. Douglas Ward;James S. Hyde;Wen Ming Luh;Peter A. Bandettini;Eric C. Wong,2000-07-18,110,Magnetic Resonance in Medicine,137-143,10.1002/1522-2594(200007)44:1<137::AID-MRM20>3.0.CO;2-R,10893532,0033937960,"('2-s2.0-0033937960', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0033937960,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0033937960&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0033937960&origin=inward
Experimental designs and processing strategies for fMRI studies involving overt verbal responses,Bandettini,Robert W. Cox;Rasmus M. Birn;Peter A. Bandettini,2004-11-01,118,NeuroImage,1046-1058,10.1016/j.neuroimage.2004.07.039,15528105,7444229260,"('2-s2.0-7444229260', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/7444229260,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=7444229260&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=7444229260&origin=inward
Task-independent functional brain activity correlation with skin conductance changes: An fMRI study,Ungerleider,Leslie G. Ungerleider;Peter A. Bandettini;James C. Patterson,2002-01-01,104,NeuroImage,1797-1806,10.1006/nimg.2002.1306,12498753,0036939697,"('2-s2.0-0036939697', 'Ungerleider')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0036939697,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0036939697&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036939697&origin=inward
Mapping the MRI voxel volume in which thermal noise matches physiological noise-Implications for fMRI,Bandettini,K. Murphy;J. Bodurka;P. A. Bandettini;F. Ye;N. Petridou,2007-01-15,100,NeuroImage,542-549,10.1016/j.neuroimage.2006.09.039,17101280,34548813221,"('2-s2.0-34548813221', 'Bandettini')",Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/34548813221,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548813221&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548813221&origin=inward
fMRI in the presence of task-correlated breathing variations,Bandettini,Kevin Murphy;Daniel A. Handwerker;Rasmus M. Birn;Peter A. Bandettini,2009-09-01,97,NeuroImage,1092-1104,10.1016/j.neuroimage.2009.05.030,19460443,67651051881,"('2-s2.0-67651051881', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/67651051881,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=67651051881&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=67651051881&origin=inward
"Understanding neural system dynamics through task modulation and measurement of functional MRI amplitude, latency, and width",Bandettini,Z. S. Saad;P. A. Bandettini;P. S.F. Bellgowan,2003-02-04,83,Proceedings of the National Academy of Sciences of the United States of America,1415-1419,10.1073/pnas.0337747100,12552093,0037417820,"('2-s2.0-0037417820', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0037417820,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037417820&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037417820&origin=inward
Impact of Continuous Versus Intermittent CS-UCS Pairing on Human Brain Activation During Pavlovian Fear Conditioning,Bandettini,Joseph E. Dunsmoor;David C. Knight;Peter A. Bandettini,2007-08-01,81,Behavioral Neuroscience,635-642,10.1037/0735-7044.121.4.635,17663589,34548862403,"('2-s2.0-34548862403', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/34548862403,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548862403&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548862403&origin=inward
Expression of conditional fear with and without awareness,Bandettini,David C. Knight;Hanh T. Nguyen;Peter A. Bandettini,2003-12-09,82,Proceedings of the National Academy of Sciences of the United States of America,15280-15283,10.1073/pnas.2535780100,14657356,0345598028,"('2-s2.0-0345598028', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/0345598028,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0345598028&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0345598028&origin=inward
Neural correlates of unconditioned response diminution during Pavlovian conditioning,Bandettini,Joseph E. Dunsmoor;David C. Knight;Peter A. Bandettini,2008-04-01,79,NeuroImage,811-817,10.1016/j.neuroimage.2007.11.042,18203622,40649102903,"('2-s2.0-40649102903', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/40649102903,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=40649102903&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=40649102903&origin=inward
Integrated strategy for improving functional connectivity mapping using multiecho fMRI,Bandettini,Valerie Voon;Yulia Worbe;Edward T. Bullmore;Prantik Kundu;Noah D. Brenowitz;Souheil J. Inati;Ziad S. Saad;Petra E. Vértes;Peter A. Bandettini,2013-10-01,130,Proceedings of the National Academy of Sciences of the United States of America,16187-16192,10.1073/pnas.1301725110,24038744,84885024283,"('2-s2.0-84885024283', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84885024283,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84885024283&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84885024283&origin=inward
Functional but not structural changes associated with learning: An exploration of longitudinal Voxel-Based Morphometry (VBM),Thomas,Douglas A. Ruff;Ziad S. Saad;Peter A. Bandettini;Adam G. Thomas;Alex Martin;Sean Marrett,2009-10-15,71,NeuroImage,117-125,10.1016/j.neuroimage.2009.05.097,19520171,68049112343,"('2-s2.0-68049112343', 'Thomas')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/68049112343,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=68049112343&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=68049112343&origin=inward
Direct magnetic resonance detection of neuronal electrical activity,Bandettini,Natalia Petridou;Afonso C. Silva;Jerzy Bodurka;Peter A. Bandettini;Murray Loew;Dietmar Plenz,2006-10-24,73,Proceedings of the National Academy of Sciences of the United States of America,16015-16020,10.1073/pnas.0603219103,17038505,33750449651,"('2-s2.0-33750449651', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/33750449651,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750449651&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750449651&origin=inward
"Direct detection of neuronal activity with MRI: Fantasy, possibility, or reality?",Bandettini,P. A. Bandettini;N. Petridou;J. Bodurka,2005-01-01,69,Applied Magnetic Resonance,65-88,10.1007/BF03166956,,26044450303,"('2-s2.0-26044450303', 'Bandettini')",Review,,https://api.elsevier.com/content/abstract/scopus_id/26044450303,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=26044450303&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=26044450303&origin=inward
From neuron to BOLD: New connections,Bandettini,P. A. Bandettini;L. G. Ungerleider,2001-09-12,66,Nature Neuroscience,864-866,10.1038/nn0901-864,11528412,0034873064,"('2-s2.0-0034873064', 'Bandettini')",Short Survey,,https://api.elsevier.com/content/abstract/scopus_id/0034873064,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0034873064&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0034873064&origin=inward
Functional responses in the human spinal cord during willed motor actions: Evidence for side- and rate-dependent activity,Bandettini,Gian Domenico Iannetti;Marta Maieron;Jerzy Bodurka;Peter A. Bandettini;Carlo A. Porro;Irene Tracey,2007-04-11,67,Journal of Neuroscience,4182-4190,10.1523/JNEUROSCI.3910-06.2007,17428996,34247099877,"('2-s2.0-34247099877', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/34247099877,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34247099877&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34247099877&origin=inward
Neural substrates of explicit and implicit fear memory,Bandettini,David C. Knight;Peter A. Bandettini;Najah S. Waters,2009-03-01,78,NeuroImage,208-214,10.1016/j.neuroimage.2008.11.015,19100329,60149087776,"('2-s2.0-60149087776', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/60149087776,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=60149087776&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=60149087776&origin=inward
The spatial extent of the BOLD response,Bandettini,Edgar A. DeYoe;Ziad S. Saad;Kristina M. Ropella;Peter A. Bandettini,2003-05-01,60,NeuroImage,132-144,10.1016/S1053-8119(03)00016-8,12781733,0038100597,"('2-s2.0-0038100597', 'Bandettini')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/0038100597,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038100597&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038100597&origin=inward
The continuing challenge of understanding and modeling hemodynamic variation in fMRI,Bandettini,Javier Gonzalez-Castillo;Daniel A. Handwerker;Mark D'Esposito;Peter A. Bandettini,2012-08-15,77,NeuroImage,1017-1023,10.1016/j.neuroimage.2012.02.015,22366081,84862978455,"('2-s2.0-84862978455', 'Bandettini')",Review,NIMH,https://api.elsevier.com/content/abstract/scopus_id/84862978455,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84862978455&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84862978455&origin=inward
Connectivity trajectory across lifespan differentiates the precuneus from the default network,Bandettini,Catie Chang;Ting Xu;Lili Jiang;Xi Nian Zuo;Zhi Yang;F. Xavier Castellanos;Daniel A. Handwerker;Peter A. Bandettini;Michael P. Milham,2014-04-01,86,NeuroImage,45-56,10.1016/j.neuroimage.2013.10.039,24287438,84890516699,"('2-s2.0-84890516699', 'Bandettini')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/84890516699,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84890516699&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890516699&origin=inward
"Tracking ongoing cognition in individuals using brief, whole-brain functional connectivity patterns",Bandettini,Meghan E. Robinson;Laura C. Buchanan;Colin W. Hoy;Javier Gonzalez-Castillo;Daniel A. Handwerker;Ziad S. Saad;Peter A. Bandettini,2015-07-14,125,Proceedings of the National Academy of Sciences of the United States of America,8762-8767,10.1073/pnas.1501242112,26124112,84937242922,"('2-s2.0-84937242922', 'Bandettini')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/84937242922,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937242922&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937242922&origin=inward
The role of awareness in delay and trace fear conditioning in humans,Bandettini,David C. Knight;Hanh T. Nguyen;Peter A. Bandettini,2006-06-01,57,"Cognitive, Affective and Behavioral Neuroscience",157-162,10.3758/CABN.6.2.157,17007236,33748451366,"('2-s2.0-33748451366', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/33748451366,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748451366&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33748451366&origin=inward
Physiological noise effects on the flip angle selection in BOLD fMRI,Bandettini,V. Roopchansingh;J. Gonzalez-Castillo;P. A. Bandettini;J. Bodurka,2011-02-14,62,NeuroImage,2764-2778,10.1016/j.neuroimage.2010.11.020,21073963,78650931643,"('2-s2.0-78650931643', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/78650931643,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650931643&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650931643&origin=inward
"Face-identity change activation outside the face system: ""Release from adaptation"" may not always indicate neuronal selectivity",Bandettini,Nikolaus Kriegeskorte;Douglas A. Ruff;Marieke Mur;Jerzy Bodurka;Peter A. Bandettini,2010-09-01,52,Cerebral Cortex,2027-2042,10.1093/cercor/bhp272,20051364,77955934165,"('2-s2.0-77955934165', 'Bandettini')",Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/77955934165,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955934165&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955934165&origin=inward
The spatial structure of resting state connectivity stability on the scale of minutes,Bandettini,Meghan E. Robinson;Laura C. Buchanan;Colin Weir Hoy;Javier Gonzalez-Castillo;Daniel A. Handwerker;Ziad S. Saad;Peter A. Bandettini,2014-01-01,70,Frontiers in Neuroscience,,10.3389/fnins.2014.00138,,84905043991,"('2-s2.0-84905043991', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/84905043991,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84905043991&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84905043991&origin=inward
Integration of motion correction and physiological noise regression in fMRI,Bandettini,Rasmus M. Birn;Peter A. Bandettini;Tyler B. Jones,2008-08-15,53,NeuroImage,582-590,10.1016/j.neuroimage.2008.05.019,18583155,47949117197,"('2-s2.0-47949117197', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/47949117197,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=47949117197&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=47949117197&origin=inward
"The effect of stimulus duty cycle and ""off"" duration on BOLD response linearity",Bandettini,Rasmus M. Birn;Peter A. Bandettini,2005-08-01,46,NeuroImage,70-82,10.1016/j.neuroimage.2005.03.040,15914032,22044456021,"('2-s2.0-22044456021', 'Bandettini')",Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/22044456021,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=22044456021&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=22044456021&origin=inward
Noise reduction in multi-slice arterial spin tagging imaging,Bandettini,F. Q. Ye;Keith S. St. Lawrence;J. A. Frank;P. A. Bandettini,2005-03-01,42,Magnetic Resonance in Medicine,735-738,10.1002/mrm.20396,15723412,14744290317,"('2-s2.0-14744290317', 'Bandettini')",Article,,https://api.elsevier.com/content/abstract/scopus_id/14744290317,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=14744290317&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=14744290317&origin=inward
