Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Composite Hydrogel Model of Cartilage Predicts Its Load-Bearing Ability,Basser,Ferenc Horkay;Peter J. Basser,2020-12-01,0,Scientific Reports,,10.1038/s41598-020-64917-1,32415132,85084787739,2-s2.0-85084787739,Article,NSF,https://api.elsevier.com/content/abstract/scopus_id/85084787739,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084787739&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084787739&origin=inward
Retaining information from multidimensional correlation MRI using a spectral regions of interest generator,Basser,Daniel P. Perl;Dan Benjamini;Michal E. Komlosh;Kristofor Pas;Peter J. Basser,2020-12-01,1,Scientific Reports,,10.1038/s41598-020-60092-5,32094400,85079806695,2-s2.0-85079806695,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85079806695,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079806695&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079806695&origin=inward
Feasibility of filter-exchange imaging (FEXI) in measuring different exchange processes in human brain,Basser,Chaoliang Sun;Ruiliang Bai;Peter Basser;Hui Liang;Zhaoqing Li;Yi Cheng Hsu,2020-10-01,1,NeuroImage,,10.1016/j.neuroimage.2020.117039,32534125,85086676983,2-s2.0-85086676983,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85086676983,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086676983&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086676983&origin=inward
Real-time measurement of diffusion exchange rate in biological tissue,Basser,Melanie Falgairolle;Dan Benjamini;Rea Ravin;Nathan H. Williamson;Peter J. Basser;Michael J. O'Donovan;Teddy X. Cai,2020-08-01,0,Journal of Magnetic Resonance,,10.1016/j.jmr.2020.106782,,85087884082,2-s2.0-85087884082,Article,NIGMS,https://api.elsevier.com/content/abstract/scopus_id/85087884082,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087884082&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087884082&origin=inward
Measuring conduction velocity distributions in peripheral nerves using neurophysiological techniques,Basser,Sinisa Pajevic;Felipe Vial;Giorgio Leodori;Alexandru V. Avram;Mark Hallett;Peter J. Basser;Zhen Ni,2020-07-01,0,Clinical Neurophysiology,1581-1588,10.1016/j.clinph.2020.04.008,32417700,85084586854,2-s2.0-85084586854,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85084586854,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084586854&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084586854&origin=inward
Multidimensional correlation MRI,Basser,Dan Benjamini;Peter J. Basser,2020-01-01,0,NMR in Biomedicine,,10.1002/nbm.4226,31909516,85078238001,2-s2.0-85078238001,Article,,https://api.elsevier.com/content/abstract/scopus_id/85078238001,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078238001&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078238001&origin=inward
Magnetic resonance measurements of cellular and sub-cellular membrane structures in live and fixed neural tissue,Basser,Melanie Falgairolle;Dave Ide;Dan Benjamini;Ruiliang Bai;Michael J. O’donovan;Hellmut Merkle;Rea Ravin;Nathan H. Williamson;Dvir Blivis;Peter J. Basser;Nima S. Ghorashi;Teddy X. Cai,2019-12-01,4,eLife,,10.7554/eLife.51101,31829935,85077588305,2-s2.0-85077588305,Article,ZJU,https://api.elsevier.com/content/abstract/scopus_id/85077588305,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077588305&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077588305&origin=inward
Erratum: Regulation of myelin structure and conduction velocity by perinodal astrocytes (Proceedings of the National Academy of Sciences of the United States of America (2018) 115 (11832–11837) DOI: 10.1073/pnas.1811013115),Basser,Dong Ho Woo;Sinisa Pajevic;Jeffrey C. Smith;R. Douglas Fields;Olena Bukalo;William C. Huffman;Vanja Lazarevic;Dipankar J. Dutta;Philip R. Lee;Peter J. Basser;Hiroaki Wake;Shahriar SheikhBahaei,2019-06-18,0,Proceedings of the National Academy of Sciences of the United States of America,12574,10.1073/pnas.1908361116,31182569,85067842616,2-s2.0-85067842616,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85067842616,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067842616&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067842616&origin=inward
Water mobility spectral imaging of the spinal cord: Parametrization of model-free Laplace MRI,Basser,Dan Benjamini;Peter J. Basser,2019-02-01,4,Magnetic Resonance Imaging,187-193,10.1016/j.mri.2018.12.001,30584915,85059102417,2-s2.0-85059102417,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85059102417,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059102417&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059102417&origin=inward
Brain active transmembrane water cycling measured by MR is associated with neuronal activity,Basser,Charles S. Springer;Dietmar Plenz;Ruiliang Bai;Peter J. Basser,2019-02-01,9,Magnetic Resonance in Medicine,1280-1295,10.1002/mrm.27473,30194797,85052920558,2-s2.0-85052920558,Article,ZJU,https://api.elsevier.com/content/abstract/scopus_id/85052920558,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052920558&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052920558&origin=inward
A novel MRI phantom to study interstitial fluid transport in the glymphatic system,Basser,F. Horkay;N. W. Williamson;P. J. Basser;E. B. Hutchinson;M. E. Komlosh;D. Benjamini,2019-02-01,3,Magnetic Resonance Imaging,181-186,10.1016/j.mri.2018.10.007,30343124,85055481361,2-s2.0-85055481361,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85055481361,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055481361&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055481361&origin=inward
Measuring non-parametric distributions of intravoxel mean diffusivities using a clinical MRI scanner,Basser,Peter J. Basser;Alexandru V. Avram;Joelle E. Sarlls,2019-01-15,4,NeuroImage,255-262,10.1016/j.neuroimage.2018.10.030,30326294,85055324723,2-s2.0-85055324723,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85055324723,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055324723&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055324723&origin=inward
Effects of mono- and divalent cations on the structure and thermodynamic properties of polyelectrolyte gels,Basser,Ferenc Horkay;Matan Mussel;Peter J. Basser,2019-01-01,3,Soft Matter,4153-4161,10.1039/c9sm00464e,31062008,85066250667,2-s2.0-85066250667,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85066250667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066250667&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066250667&origin=inward
Generalized mean apparent propagator MRI to measure and image advective and dispersive flows in medicine and biology,Basser,Michal E. Komlosh;Nathan H. Williamson;Dan Benjamini;Peter J. Basser,2019-01-01,3,IEEE Transactions on Medical Imaging,11-20,10.1109/TMI.2018.2852259,30010549,85049995497,2-s2.0-85049995497,Article,,https://api.elsevier.com/content/abstract/scopus_id/85049995497,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward
Rapid detection of the presence of diffusion exchange,Basser,Dan Benjamini;Michal E. Komlosh;Nathan H. Williamson;Peter J. Basser;Teddy X. Cai,2018-12-01,6,Journal of Magnetic Resonance,17-22,10.1016/j.jmr.2018.10.004,30340203,85054868783,2-s2.0-85054868783,Article,NIBIB,https://api.elsevier.com/content/abstract/scopus_id/85054868783,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054868783&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054868783&origin=inward
Regulation of myelin structure and conduction velocity by perinodal astrocytes,Basser,Dong Ho Woo;Sinisa Pajevic;Jeffrey C. Smith;R. Douglas Fields;Olena Bukalo;William C. Huffman;Vanja Lazarevic;Dipankar J. Dutta;Philip R. Lee;Peter J. Basser;Hiroaki Wake;Shahriar SheikhBahaei,2018-11-13,36,Proceedings of the National Academy of Sciences of the United States of America,11832-11837,10.1073/pnas.1811013115,30373833,85056547062,2-s2.0-85056547062,Article,CIT,https://api.elsevier.com/content/abstract/scopus_id/85056547062,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056547062&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056547062&origin=inward
Ionic effects in semi-dilute biopolymer solutions: A small angle scattering study,Basser,Erik Geissler;Ferenc Horkay;Anne Marie Hecht;Peter J. Basser,2018-10-28,7,Journal of Chemical Physics,,10.1063/1.5028351,30384682,85050117972,2-s2.0-85050117972,Article,,https://api.elsevier.com/content/abstract/scopus_id/85050117972,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050117972&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050117972&origin=inward
"Fast, Na <sup>+</sup> /K <sup>+</sup> pump driven, steady-state transcytolemmal water exchange in neuronal tissue: A study of rat brain cortical cultures",Basser,Charles S. Springer;Dietmar Plenz;Ruiliang Bai;Peter J. Basser,2018-06-01,16,Magnetic Resonance in Medicine,3207-3217,10.1002/mrm.26980,29106751,85043360027,2-s2.0-85043360027,Article,,https://api.elsevier.com/content/abstract/scopus_id/85043360027,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043360027&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043360027&origin=inward
Director Field Analysis (DFA): Exploring Local White Matter Geometric Structure in Diffusion MRI,Basser,Jian Cheng;Peter J. Basser,2018-01-01,2,Medical Image Analysis,112-128,10.1016/j.media.2017.10.003,29054037,85031508276,2-s2.0-85031508276,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85031508276,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031508276&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031508276&origin=inward
A Nanoindentation Approach to Assess the Mechanical Properties of Heterogeneous Biological Tissues with Poorly Defined Surface Characteristics,Basser,Preethi Chandran;Ferenc Horkay;Emilios K. Dimitriadis;Peter J. Basser,2018-01-01,0,ACS Symposium Series,265-290,10.1021/bk-2018-1296.ch014,,85052625113,2-s2.0-85052625113,Conference Paper,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85052625113,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052625113&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052625113&origin=inward
Microstructure and dynamic properties of aggrecan assemblies,Basser,Erik Geissler;Ferenc Horkay;Anne Marie Hecht;Peter J. Basser,2018-01-01,1,MRS Advances,1589-1595,10.1557/adv.2018.10,,85049358461,2-s2.0-85049358461,Conference Paper,NSF,https://api.elsevier.com/content/abstract/scopus_id/85049358461,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049358461&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049358461&origin=inward
Erratum: Microstructure and dynamic properties of aggrecan assemblies (MRS Advances (2018) DOI: 10.1557/adv.2018.10),Basser,Erik Geissler;Anne Marie Hecht;Ferec Horkay;Peter J. Basser,2018-01-01,0,MRS Advances,1609,10.1557/adv.2018.433,,85047262833,2-s2.0-85047262833,Erratum,,https://api.elsevier.com/content/abstract/scopus_id/85047262833,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047262833&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047262833&origin=inward
Single- and Multiple-Shell Uniform Sampling Schemes for Diffusion MRI Using Spherical Codes,Basser,Jian Cheng;Pew Thian Yap;Dinggang Shen;Peter J. Basser,2018-01-01,2,IEEE Transactions on Medical Imaging,185-199,10.1109/TMI.2017.2756072,28952937,85030709350,2-s2.0-85030709350,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85030709350,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030709350&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030709350&origin=inward
On quantifying local geometric structures of fiber tracts,Basser,Haogang Zhu;Ruiliang Bai;Tao Liu;Dacheng Tao;Jicong Zhang;Peter J. Basser;Jian Cheng;Feng Shi,2018-01-01,0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),392-400,10.1007/978-3-030-00931-1_45,,85053924947,2-s2.0-85053924947,Conference Paper,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85053924947,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053924947&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053924947&origin=inward
Magnetic resonance microdynamic imaging reveals distinct tissue microenvironments,Basser,Dan Benjamini;Peter J. Basser,2017-12-01,20,NeuroImage,183-196,10.1016/j.neuroimage.2017.09.033,28943412,85029940428,2-s2.0-85029940428,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85029940428,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029940428&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029940428&origin=inward
Eigenvalues of random matrices with isotropic gaussian noise and the design of diffusion tensor imaging experiments,Basser,Sinisa Pajevic;Dario Gasbarra;Peter J. Basser,2017-01-01,0,SIAM Journal on Imaging Sciences,1511-1548,10.1137/16M1098693,,85032934042,2-s2.0-85032934042,Article,,https://api.elsevier.com/content/abstract/scopus_id/85032934042,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032934042&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032934042&origin=inward
Cartilage: Multiscale Structure and Biomechanical Properties,Basser,Erik Geissler;Ferenc Horkay;Anne Marie Hecht;Peter J. Basser,2016-01-01,0,MRS Advances,509-519,10.1557/adv.2016.184,,85041564801,2-s2.0-85041564801,Conference Paper,NSF,https://api.elsevier.com/content/abstract/scopus_id/85041564801,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041564801&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041564801&origin=inward
Simple harmonic oscillator based reconstruction and estimation for one-dimensional Q-space magnetic resonance (1D-SHORE),Basser,Cheng Guan Koay;Evren Özarslan;Peter J. Basser,2013-01-01,0,Applied and Numerical Harmonic Analysis,373-399,10.1007/978-0-8176-8379-5_19,,85047422423,2-s2.0-85047422423,Chapter,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85047422423,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047422423&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047422423&origin=inward
A Theoretical Model for Magneto-Acoustic Imaging of Bioelectric Currents,Basser,John P. Wikswo;Bradley J. Roth;Peter J. Basser,1994-01-01,72,IEEE Transactions on Biomedical Engineering,723-728,10.1109/TBME.1994.6492304,7927394,85047691107,2-s2.0-85047691107,Article,,https://api.elsevier.com/content/abstract/scopus_id/85047691107,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047691107&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047691107&origin=inward
Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs,Berman,Daniel J. Hoeppner;Keri Martinowich;Leonardo Collado-Torres;Emily E. Burke;Kamel Shibbani;Ba Doi N. Phan;Nicola Micali;Richard E. Straub;Joo Heon Shin;Alan J. Cross;Andrew E. Jaffe;Anandita Rajpurohit;Joel E. Kleinman;Nicholas J. Brandon;Roland W. Bürli;Karen F. Berman;Joshua G. Chenoweth;Marcelo Diaz Bustamante;Gregory R. Hamersky;Amritha Jaishankar;Thomas M. Hyde;James C. Barrow;William S. Ulrich;Alana Sellers;Cristian Valencia;Carlo Colantuoni;Daniel J. Hiler;Suel Kee Kim;Ronald D.G. McKay;Yanhong Wang;Amanda J. Price;Brady J. Maher;Huei Ying Chen;Jose A. Apud;Daniel R. Weinberger;Stephen A. Semick;Stephanie C. Page,2020-12-01,2,Nature Communications,,10.1038/s41467-019-14266-z,31974374,85078161735,2-s2.0-85078161735,Article,,https://api.elsevier.com/content/abstract/scopus_id/85078161735,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward
Subcortical Signatures of Hemizygosity and Psychosis in 22q11.2 Deletion Syndrome: Finding Common Ground in Rare Genetic Variation,Berman,Karen F. Berman;Michael D. Gregory;Daniel P. Eisenberg,2020-07-01,0,The American journal of psychiatry,564-566,10.1176/appi.ajp.2020.20050598,32605438,85087420322,2-s2.0-85087420322,Editorial,,https://api.elsevier.com/content/abstract/scopus_id/85087420322,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward
Distinct Polygenic Score Profiles in Schizophrenia Subgroups with Different Trajectories of Cognitive Development,Berman,Sofia R. Zaidman;Karen F. Berman;Dwight Dickinson;Daniel P. Eisenberg;Michael D. Gregory;Evan J. Giangrande,2020-04-01,3,American Journal of Psychiatry,298-307,10.1176/appi.ajp.2019.19050527,31838871,85083160174,2-s2.0-85083160174,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85083160174,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward
Longitudinal Positron Emission Tomography of Dopamine Synthesis in Subjects with GBA1 Mutations,Berman,Catherine Groden;Ellen Sidransky;Jenny Kim;Shannon E. Grogans;Daniel P. Eisenberg;Joseph C. Masdeu;Michael D. Gregory;Angela M. Ianni;Grisel Lopez;Karen F. Berman,2020-04-01,0,Annals of Neurology,652-657,10.1002/ana.25692,32030791,85082093516,2-s2.0-85082093516,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85082093516,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward
Epigenetic intersection of BDNF Val66Met genotype with premenstrual dysphoric disorder transcriptome in a cross-species model of estradiol add-back,Berman,Francis S. Lee;Neelima Dubey;Howard Li;Jordan Marrocco;Gordon H. Petty;Peter J. Schmidt;Bruce S. McEwen;David Goldman;Jessica Hoffman;Nathan R. Einhorn;Karen F. Berman,2020-03-01,4,Molecular Psychiatry,572-583,10.1038/s41380-018-0274-3,30356121,85055471339,2-s2.0-85055471339,Article,HDRF,https://api.elsevier.com/content/abstract/scopus_id/85055471339,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055471339&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055471339&origin=inward
KCNH2-3.1 mediates aberrant complement activation and impaired hippocampal-medial prefrontal circuitry associated with working memory deficits,Berman,Jingxian Wu;Joo Heon Shin;Joseph H. Callicott;Nina Rajpurohit;Yankai Jia;Wei Xia;Xinjian Li;Vijay Sadashivaiah;Fengyu Zhang;Qiang Chen;Ming Ren;Karen F. Berman;Kuan Hong Wang;Zhonghua Hu;Jian Zhu;Andrew Jaffe;Venkata S. Mattay;Daniel Paredes;Qingjun Tian;Daniel R. Weinberger;Sunny Lang Qin;Yingbo Li;Shujuan Zhu;Feng Yang,2020-01-01,0,Molecular Psychiatry,206-229,10.1038/s41380-019-0530-1,31570775,85073989509,2-s2.0-85073989509,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85073989509,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward
Sequence Variation Associated with SLC12A5 Gene Expression Is Linked to Brain Structure and Function in Healthy Adults,Berman,J. Shane Kippenhan;Daniel Y. Rubinstein;Michael D. Gregory;Richard Coppola;Joseph H. Callicott;Venkata S. Mattay;Karen F. Berman,2019-12-17,1,Cerebral Cortex,4654-4661,10.1093/cercor/bhy344,30668668,85067258780,2-s2.0-85067258780,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85067258780,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward
Williams syndrome hemideletion and LIMK1 variation both affect dorsal stream functional connectivity,Berman,Philip D. Kohn;J. Shane Kippenhan;Maxwell L. Elliott;Jasmin B. Czarapata;Carolyn B. Mervis;Daniel P. Eisenberg;Michael D. Gregory;Ranjani Prabhakaran;Tiffany Nash;Katherine Roe;Karen F. Berman,2019-12-01,0,Brain,3963-3974,10.1093/brain/awz323,31687737,85076124431,2-s2.0-85076124431,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85076124431,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward
Evaluation of incidental pelvic fluid in relation to physiological changes in healthy pubescent children using pelvic magnetic resonance imaging,Berman,S. Mojdeh Mirmomen;Pedro E. Martinez;Jack A. Yanovski;Peter J. Schmidt;Ashkan A. Malayeri;Mohammadhadi Bagheri;Ahmad Shafiei;Faraz Farhadi;Ashkan Tadayoni;Karen F. Berman,2019-05-01,0,Pediatric Radiology,784-790,10.1007/s00247-019-04355-y,30859244,85065841558,2-s2.0-85065841558,Article,,https://api.elsevier.com/content/abstract/scopus_id/85065841558,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065841558&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065841558&origin=inward
Connections With Connections: Dopaminergic Correlates of Neural Network Properties,Berman,Karen F. Berman;Daniel P. Eisenberg,2019-03-01,0,Biological Psychiatry,366-367,10.1016/j.biopsych.2019.01.001,30732679,85060538494,2-s2.0-85060538494,Note,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85060538494,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060538494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060538494&origin=inward
Polygenic risk score increases schizophrenia liability through cognition-relevant pathways,Berman,Stacey Cherny;Timothea Toulopoulou;Xiaowei Zhang;Dwight Dickinson;Pak Sham;Richard E. Straub;Daniel R. Weinberger;Karen F. Berman,2019-02-01,12,Brain,471-485,10.1093/brain/awy279,30535067,85060790821,2-s2.0-85060790821,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85060790821,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060790821&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060790821&origin=inward
Dysregulated protocadherin-pathway activity as an intrinsic defect in induced pluripotent stem cell–derived cortical interneurons from subjects with schizophrenia,Berman,Haneul Noh;Bruce M. Cohen;Teagan Parsons;James M. Park;Peiyan Ni;Kelvin Zheng;Richard E. Straub;Sarah E. Cote;Christine Nguyen;Leonard M. Eisenberg;Takeshi Yagi;Teruyoshi Hirayama;Thomas A. Lanz;Dost Ongur;Elizabeth Noyes;Patric K. Stanton;Karen F. Berman;Changhong Yin;Hae Young Kim;Kevin C. Eggan;Roy H. Perlis;Donna L. McPhie;Weihua Huang;Alexander A. Moghadam;Sangmi Chung;Emi Fukuda;Sulagna Ghosh;Jun Hyeong Cho;Woong Bin Kim;Judith L. Rapoport;Joyce Zhao;Zhicheng Shao;Joshua J. Park;Joseph T. Coyle;Jose Apud;Daniel R. Weinberger;Hualin Simon Xi,2019-02-01,17,Nature Neuroscience,229-242,10.1038/s41593-018-0313-z,30664768,85060492176,2-s2.0-85060492176,Article,,https://api.elsevier.com/content/abstract/scopus_id/85060492176,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060492176&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060492176&origin=inward
"Ovarian hormones, genes, and the brain: the case of estradiol and the brain-derived neurotrophic factor (BDNF) gene",Berman,Shau Ming Wei;Karen F. Berman,2019-01-01,0,Neuropsychopharmacology,223-224,10.1038/s41386-018-0223-5,30287883,85056636437,2-s2.0-85056636437,Note,MJFF,https://api.elsevier.com/content/abstract/scopus_id/85056636437,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056636437&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056636437&origin=inward
"Bridging imaging, genetics, and diagnosis in a coupled low-dimensional framework",Berman,William Ulrich;Qiang Chen;Archana Venkataraman;Sayan Ghosal;Venkata S. Mattay;Aaron L. Goldman;Daniel R. Weinberger;Karen F. Berman,2019-01-01,0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),647-655,10.1007/978-3-030-32251-9_71,,85075680805,2-s2.0-85075680805,Conference Paper,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85075680805,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward
A generative-predictive framework to capture altered brain activity in fMRI and its association with genetic risk: Application to Schizophrenia,Berman,William Ulrich;Qiang Chen;Archana Venkataraman;Sayan Ghosal;Venkata S. Mattay;Aaron L. Goldman;Daniel R. Weinberger;Karen F. Berman,2019-01-01,0,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,,10.1117/12.2511220,,85068327144,2-s2.0-85068327144,Conference Paper,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85068327144,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068327144&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068327144&origin=inward
